id,number_missing_responses,num_iterations,num_iterations_used,mean_action_prob,mean_model_accuracy,free_energy,kappa_mean,kappa_std,omega_mean,omega_std,beta_mean,beta_std,prior_kappa_mean,prior_kappa_variance,prior_omega_mean,prior_omega_variance,prior_beta_shape,prior_beta_rate,prior_z_prev_mean,prior_z_prev_variance,prior_x_prev_mean,prior_x_prev_variance,initial_z_mean,initial_z_variance,initial_kappa_mean,initial_kappa_variance,initial_omega_mean,initial_omega_variance,initial_beta_shape,initial_beta_rate,niterations
5a5ec79cacc75b00017aa095,0,20,20,0.8844055610861442,1.0,3.175129979659383,0.9007811023783666,0.2902443574991076,-0.0004408824091475798,0.09952563269977721,0.6741932835440156,0.39612862614291133,1.0,0.1,0.0,0.01,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.01,0.1,0.1,20
